AKAP8L,CPSF6,NEAT1_position
,,355
,,356
,,357
,,358
,,359
,,360
,,361
,,362
,,363
,,364
,,365
,,366
,,367
,,368
,,369
,,370
,,371
,,372
,,373
,,374
,,375
,,376
,,377
,,378
,,379
,,380
,,381
,,382
,,383
,,384
,,385
,,386
,,387
,,388
,,389
,,390
,,391
,,392
,,393
,,394
,,395
,,396
,,397
,,398
,,399
,,400
,,401
,,402
,,403
,,404
,,405
,,406
,,407
,,408
,,409
,,410
,,411
,,412
,,413
,,414
,,415
,,416
,,417
,,418
,,419
,,420
,,421
,,422
,,423
,,424
,,425
,,426
,,427
,,428
,,429
,,430
,,431
,,432
,,433
,,434
,,435
,,436
,,437
,,438
,,439
,,440
,,441
,,442
,,443
,,444
,,445
,,446
,,447
,,448
,,449
,,450
,,451
,,452
,,453
,,454
,,455
,,456
,,457
,,458
,,459
,,460
,,461
,,462
,,463
,,464
,,465
,,466
,,467
,,468
,,469
,,470
,,471
,,472
,,473
,,474
,,475
,,476
,,477
,,478
,,479
,,480
,,481
,,482
,,483
,,484
,,485
,,486
,,487
,,488
,,489
,,490
,,491
,,492
,,493
,,494
,,495
,,496
,,497
,,498
,,499
49.42857142857142,21.0,500
49.42857142857142,21.0,501
49.42857142857142,21.0,502
49.42857142857142,21.0,503
49.42857142857142,21.0,504
49.42857142857142,21.0,505
49.42857142857142,21.0,506
49.42857142857142,21.0,507
49.42857142857142,21.0,508
49.42857142857142,21.0,509
49.42857142857142,22.0,510
49.42857142857142,22.0,511
49.42857142857142,22.0,512
49.42857142857142,23.0,513
49.42857142857142,23.0,514
49.28571428571428,23.0,515
49.28571428571428,23.0,516
49.28571428571428,23.0,517
49.28571428571428,23.0,518
49.28571428571428,23.0,519
49.14285714285714,23.0,520
49.14285714285714,23.0,521
48.28571428571428,23.0,522
48.28571428571428,23.0,523
48.28571428571428,23.0,524
48.28571428571428,23.0,525
48.28571428571428,23.0,526
48.28571428571428,23.0,527
48.28571428571428,23.0,528
48.14285714285714,23.0,529
48.0,23.0,530
48.0,23.0,531
48.0,23.0,532
48.0,23.0,533
48.0,23.0,534
48.14285714285714,23.0,535
49.0,23.0,536
49.0,23.0,537
49.0,23.0,538
49.14285714285714,23.0,539
49.14285714285714,23.0,540
50.0,23.0,541
49.28571428571428,23.0,542
49.28571428571428,23.0,543
48.42857142857142,23.0,544
48.42857142857142,23.0,545
48.42857142857143,23.0,546
48.42857142857143,23.0,547
48.42857142857143,22.0,548
48.57142857142857,22.0,549
48.57142857142857,22.0,550
48.42857142857142,21.0,551
48.42857142857142,21.0,552
48.42857142857142,21.0,553
48.42857142857142,21.0,554
48.42857142857142,21.0,555
48.42857142857142,21.0,556
48.42857142857142,21.0,557
48.42857142857142,21.0,558
48.42857142857142,21.0,559
48.42857142857142,21.0,560
48.42857142857142,21.0,561
48.42857142857142,21.0,562
48.42857142857142,21.0,563
48.42857142857142,21.0,564
48.42857142857142,21.0,565
48.42857142857142,21.0,566
48.42857142857142,21.0,567
48.42857142857142,21.0,568
48.42857142857142,21.0,569
48.57142857142857,21.0,570
48.57142857142857,21.0,571
48.71428571428571,21.0,572
48.71428571428571,21.0,573
48.71428571428571,21.0,574
48.71428571428571,21.0,575
49.57142857142857,21.0,576
49.57142857142857,21.0,577
49.57142857142857,21.0,578
49.71428571428571,21.0,579
49.71428571428571,21.0,580
49.57142857142857,21.0,581
49.57142857142857,21.0,582
49.57142857142857,21.0,583
49.57142857142857,21.0,584
49.57142857142857,21.0,585
49.57142857142857,21.0,586
49.57142857142857,21.0,587
49.57142857142857,21.0,588
49.57142857142857,21.0,589
49.57142857142857,21.0,590
49.57142857142857,20.0,591
49.57142857142857,20.0,592
49.57142857142857,20.0,593
49.57142857142857,20.0,594
49.57142857142857,20.0,595
48.71428571428571,20.0,596
48.71428571428571,20.0,597
48.71428571428571,20.0,598
48.71428571428571,20.0,599
48.71428571428571,20.0,600
49.57142857142857,20.0,601
49.57142857142857,20.0,602
49.57142857142857,20.0,603
49.57142857142857,20.0,604
49.57142857142857,20.0,605
49.57142857142857,20.0,606
49.57142857142857,20.0,607
49.57142857142857,20.0,608
49.57142857142857,20.0,609
49.57142857142857,20.0,610
49.57142857142857,20.0,611
49.42857142857143,20.0,612
49.42857142857143,20.0,613
49.42857142857143,20.0,614
49.42857142857143,20.0,615
49.28571428571428,20.0,616
49.28571428571428,20.0,617
48.42857142857143,20.0,618
48.28571428571428,20.0,619
48.28571428571428,20.0,620
48.28571428571428,20.0,621
47.28571428571428,20.0,622
46.28571428571428,20.0,623
46.14285714285714,20.0,624
46.0,20.0,625
46.0,20.0,626
46.0,20.0,627
46.0,20.0,628
45.14285714285714,20.0,629
45.14285714285714,20.0,630
44.28571428571428,20.0,631
44.28571428571428,20.0,632
44.28571428571428,20.0,633
44.28571428571428,20.0,634
44.28571428571428,20.0,635
44.28571428571428,19.0,636
44.28571428571428,19.0,637
44.28571428571428,19.0,638
44.28571428571428,18.0,639
44.28571428571428,18.0,640
44.28571428571428,18.0,641
44.28571428571428,18.0,642
44.28571428571428,18.0,643
44.28571428571428,18.0,644
44.28571428571428,18.0,645
44.28571428571428,18.0,646
44.28571428571428,18.0,647
44.28571428571428,18.0,648
44.28571428571428,18.0,649
44.28571428571428,18.0,650
44.28571428571428,17.0,651
44.28571428571428,17.0,652
44.28571428571428,17.0,653
44.28571428571428,17.0,654
44.28571428571428,17.0,655
44.28571428571428,17.0,656
44.28571428571428,17.0,657
44.28571428571428,17.0,658
44.28571428571428,17.0,659
44.28571428571428,17.0,660
44.28571428571428,17.0,661
43.42857142857143,17.0,662
43.42857142857143,17.0,663
43.42857142857143,17.0,664
43.42857142857143,17.0,665
43.42857142857143,17.0,666
43.42857142857143,17.0,667
43.42857142857143,17.0,668
43.42857142857143,17.0,669
43.42857142857143,17.0,670
43.42857142857143,17.0,671
43.28571428571428,17.0,672
43.28571428571428,17.0,673
43.28571428571428,17.0,674
43.28571428571428,17.0,675
43.28571428571428,17.0,676
43.28571428571428,17.0,677
43.28571428571428,17.0,678
43.28571428571428,17.0,679
43.28571428571428,17.0,680
42.28571428571428,17.0,681
42.28571428571428,17.0,682
42.28571428571428,17.0,683
42.28571428571428,17.0,684
42.28571428571428,17.0,685
42.28571428571428,17.0,686
42.28571428571428,17.0,687
42.28571428571428,17.0,688
42.28571428571428,17.0,689
42.28571428571428,17.0,690
42.28571428571428,17.0,691
42.28571428571428,17.0,692
42.28571428571428,17.0,693
42.28571428571428,17.0,694
42.28571428571428,17.0,695
42.28571428571428,17.0,696
42.28571428571428,17.0,697
42.28571428571428,17.0,698
42.28571428571428,17.0,699
42.28571428571428,17.0,700
42.28571428571428,17.0,701
42.28571428571428,17.0,702
42.28571428571428,17.0,703
42.28571428571428,17.0,704
42.28571428571428,17.0,705
42.28571428571428,17.0,706
42.28571428571428,17.0,707
42.28571428571428,17.0,708
42.28571428571428,17.0,709
42.28571428571428,17.0,710
42.28571428571428,17.0,711
42.28571428571428,17.0,712
42.42857142857142,17.0,713
42.42857142857142,17.0,714
42.42857142857142,17.0,715
42.42857142857142,17.0,716
42.42857142857142,17.0,717
42.42857142857142,17.0,718
43.28571428571428,17.0,719
43.28571428571428,16.0,720
43.28571428571428,16.0,721
43.28571428571428,16.0,722
43.28571428571428,16.0,723
43.28571428571428,16.0,724
43.28571428571428,16.0,725
43.28571428571428,16.0,726
43.28571428571428,16.0,727
43.28571428571428,16.0,728
43.28571428571428,16.0,729
43.28571428571428,16.0,730
43.28571428571428,16.0,731
43.28571428571428,16.0,732
43.28571428571428,16.0,733
43.28571428571428,16.0,734
43.28571428571428,16.0,735
43.28571428571428,16.0,736
43.28571428571428,16.0,737
43.28571428571428,16.0,738
43.28571428571428,16.0,739
43.28571428571428,16.0,740
43.28571428571428,16.0,741
43.28571428571428,16.0,742
43.28571428571428,16.0,743
43.28571428571428,16.0,744
43.42857142857142,16.0,745
43.42857142857142,16.0,746
43.42857142857142,16.0,747
43.42857142857142,16.0,748
43.42857142857142,16.0,749
43.42857142857142,16.0,750
43.42857142857142,16.0,751
43.42857142857142,16.0,752
43.42857142857142,16.0,753
43.42857142857142,17.0,754
43.42857142857142,17.0,755
43.42857142857142,17.0,756
43.42857142857142,17.0,757
43.42857142857142,17.0,758
43.57142857142857,17.0,759
43.57142857142857,17.0,760
43.57142857142857,17.0,761
43.42857142857143,17.0,762
43.42857142857143,17.0,763
43.42857142857143,17.0,764
43.42857142857143,16.0,765
43.42857142857143,16.0,766
43.42857142857143,16.0,767
43.42857142857143,16.0,768
43.42857142857143,16.0,769
43.42857142857143,16.0,770
43.42857142857143,16.0,771
43.42857142857143,16.0,772
43.42857142857143,16.0,773
43.42857142857143,16.0,774
43.42857142857143,16.0,775
43.42857142857143,16.0,776
43.42857142857143,16.0,777
43.42857142857143,16.0,778
42.57142857142857,16.0,779
42.57142857142857,16.0,780
42.57142857142857,16.0,781
42.57142857142857,16.0,782
41.714285714285715,16.0,783
41.714285714285715,16.0,784
41.714285714285715,16.0,785
41.57142857142857,16.0,786
41.57142857142857,16.0,787
41.57142857142857,16.0,788
41.57142857142857,16.0,789
41.57142857142857,16.0,790
41.57142857142857,16.0,791
41.57142857142857,16.0,792
41.57142857142857,16.0,793
41.57142857142857,16.0,794
41.57142857142857,16.0,795
41.57142857142857,16.0,796
41.57142857142857,16.0,797
41.57142857142857,16.0,798
41.57142857142857,16.0,799
41.57142857142857,16.0,800
41.57142857142857,16.0,801
41.57142857142857,16.0,802
41.57142857142857,16.0,803
40.714285714285715,16.0,804
40.714285714285715,16.0,805
40.714285714285715,17.0,806
40.714285714285715,17.0,807
39.85714285714286,17.0,808
39.85714285714286,18.0,809
39.85714285714286,18.0,810
39.85714285714286,18.0,811
39.85714285714286,19.0,812
39.714285714285715,19.0,813
39.57142857142857,19.0,814
39.57142857142857,19.0,815
39.57142857142857,19.0,816
39.57142857142857,19.0,817
38.57142857142857,19.0,818
38.42857142857143,19.0,819
38.42857142857143,19.0,820
38.42857142857143,19.0,821
38.42857142857143,19.0,822
38.42857142857143,19.0,823
38.42857142857143,19.0,824
38.42857142857143,19.0,825
38.42857142857143,19.0,826
38.42857142857143,19.0,827
37.57142857142857,19.0,828
37.57142857142857,19.0,829
37.57142857142857,19.0,830
37.57142857142857,19.0,831
36.714285714285715,19.0,832
36.714285714285715,19.0,833
36.714285714285715,19.0,834
36.714285714285715,19.0,835
36.714285714285715,19.0,836
36.714285714285715,19.0,837
36.714285714285715,18.0,838
36.714285714285715,17.0,839
36.714285714285715,17.0,840
36.714285714285715,17.0,841
36.714285714285715,16.0,842
36.714285714285715,16.0,843
36.714285714285715,16.0,844
36.714285714285715,16.0,845
36.714285714285715,16.0,846
36.714285714285715,16.0,847
36.714285714285715,16.0,848
36.714285714285715,16.0,849
36.714285714285715,16.0,850
36.57142857142857,16.0,851
36.57142857142857,16.0,852
36.57142857142857,16.0,853
36.57142857142857,16.0,854
36.57142857142857,16.0,855
36.57142857142857,15.0,856
36.57142857142857,15.0,857
36.57142857142857,15.0,858
36.57142857142857,14.0,859
36.57142857142857,14.0,860
36.57142857142857,14.0,861
36.57142857142857,14.0,862
36.57142857142857,14.0,863
36.57142857142857,14.0,864
35.714285714285715,14.0,865
35.714285714285715,14.0,866
35.714285714285715,14.0,867
35.714285714285715,13.0,868
35.714285714285715,13.0,869
35.714285714285715,13.0,870
35.714285714285715,13.0,871
35.714285714285715,13.0,872
35.714285714285715,13.0,873
35.714285714285715,13.0,874
35.714285714285715,13.0,875
35.714285714285715,13.0,876
35.714285714285715,13.0,877
35.714285714285715,12.0,878
35.714285714285715,12.0,879
35.714285714285715,12.0,880
35.714285714285715,11.0,881
35.714285714285715,11.0,882
35.714285714285715,11.0,883
35.714285714285715,11.0,884
35.714285714285715,11.0,885
35.714285714285715,11.0,886
35.714285714285715,11.0,887
35.714285714285715,12.0,888
35.714285714285715,12.0,889
35.714285714285715,12.0,890
35.714285714285715,12.0,891
35.714285714285715,12.0,892
35.714285714285715,12.0,893
35.57142857142857,12.0,894
35.57142857142857,12.0,895
35.57142857142857,12.0,896
35.57142857142857,12.0,897
35.57142857142857,12.0,898
35.57142857142857,12.0,899
35.57142857142857,12.0,900
35.57142857142857,12.0,901
35.57142857142857,12.0,902
35.57142857142857,12.0,903
35.57142857142857,12.0,904
35.57142857142857,12.0,905
35.57142857142857,12.0,906
35.57142857142857,11.0,907
35.57142857142857,11.0,908
35.57142857142857,11.0,909
35.57142857142857,10.0,910
35.57142857142857,10.0,911
35.57142857142857,10.0,912
35.57142857142857,10.0,913
35.57142857142857,10.0,914
35.57142857142857,10.0,915
35.57142857142857,10.0,916
35.57142857142857,10.0,917
35.57142857142857,10.0,918
35.57142857142857,10.0,919
35.57142857142857,10.0,920
35.42857142857143,10.0,921
35.42857142857143,10.0,922
35.42857142857143,10.0,923
35.42857142857143,10.0,924
35.42857142857143,10.0,925
35.42857142857143,10.0,926
35.42857142857143,10.0,927
34.57142857142857,10.0,928
34.42857142857143,10.0,929
33.57142857142857,10.0,930
33.42857142857143,10.0,931
33.42857142857143,10.0,932
33.42857142857143,10.0,933
33.42857142857143,10.0,934
33.42857142857143,10.0,935
32.57142857142857,10.0,936
32.57142857142857,10.0,937
32.57142857142857,10.0,938
32.71428571428571,10.0,939
32.71428571428571,10.0,940
32.71428571428571,10.0,941
32.71428571428571,10.0,942
32.57142857142857,10.0,943
32.57142857142857,10.0,944
32.57142857142857,10.0,945
32.57142857142857,10.0,946
31.71428571428571,10.0,947
31.71428571428571,10.0,948
31.57142857142857,10.0,949
31.57142857142857,10.0,950
30.57142857142857,10.0,951
30.57142857142857,10.0,952
30.57142857142857,10.0,953
30.57142857142857,10.0,954
30.57142857142857,10.0,955
30.57142857142857,10.0,956
30.57142857142857,10.0,957
30.57142857142857,10.0,958
30.57142857142857,10.0,959
30.57142857142857,10.0,960
30.57142857142857,10.0,961
30.57142857142857,10.0,962
30.57142857142857,10.0,963
30.57142857142857,10.0,964
30.57142857142857,10.0,965
30.57142857142857,10.0,966
30.57142857142857,10.0,967
30.57142857142857,10.0,968
30.57142857142857,10.0,969
30.57142857142857,10.0,970
30.57142857142857,10.0,971
30.57142857142857,10.0,972
30.57142857142857,10.0,973
30.57142857142857,10.0,974
30.57142857142857,10.0,975
30.57142857142857,10.0,976
30.57142857142857,10.0,977
30.57142857142857,10.0,978
30.57142857142857,10.0,979
30.57142857142857,10.0,980
30.57142857142857,10.0,981
30.57142857142857,10.0,982
30.57142857142857,10.0,983
30.57142857142857,10.0,984
30.57142857142857,10.0,985
30.57142857142857,10.0,986
30.57142857142857,10.0,987
30.57142857142857,10.0,988
30.57142857142857,10.0,989
30.57142857142857,10.0,990
30.57142857142857,10.0,991
30.57142857142857,10.0,992
30.57142857142857,10.0,993
30.57142857142857,10.0,994
30.57142857142857,10.0,995
30.57142857142857,10.0,996
30.57142857142857,10.0,997
30.57142857142857,10.0,998
30.57142857142857,10.0,999
30.57142857142857,10.0,1000
30.57142857142857,10.0,1001
30.57142857142857,10.0,1002
30.57142857142857,10.0,1003
30.57142857142857,10.0,1004
30.57142857142857,10.0,1005
30.57142857142857,10.0,1006
29.71428571428571,10.0,1007
29.71428571428571,10.0,1008
29.71428571428571,10.0,1009
29.71428571428571,10.0,1010
29.71428571428571,10.0,1011
29.71428571428571,10.0,1012
29.71428571428571,10.0,1013
29.71428571428571,10.0,1014
29.71428571428571,10.0,1015
29.71428571428571,10.0,1016
29.71428571428571,10.0,1017
29.71428571428571,10.0,1018
28.857142857142854,10.0,1019
28.857142857142854,10.0,1020
28.857142857142854,10.0,1021
28.857142857142854,10.0,1022
28.857142857142854,10.0,1023
28.857142857142854,9.0,1024
27.999999999999996,9.0,1025
27.999999999999996,9.0,1026
27.999999999999996,8.0,1027
27.857142857142854,8.0,1028
27.857142857142854,8.0,1029
27.857142857142854,8.0,1030
27.857142857142854,8.0,1031
26.999999999999996,8.0,1032
26.999999999999996,8.0,1033
26.999999999999996,8.0,1034
26.999999999999996,8.0,1035
26.999999999999996,8.0,1036
26.999999999999996,8.0,1037
26.999999999999996,8.0,1038
26.999999999999996,8.0,1039
26.999999999999996,8.0,1040
26.999999999999996,8.0,1041
26.999999999999996,8.0,1042
26.999999999999996,8.0,1043
26.999999999999996,8.0,1044
26.999999999999996,8.0,1045
26.999999999999996,8.0,1046
26.999999999999996,8.0,1047
26.999999999999996,8.0,1048
26.999999999999996,8.0,1049
26.999999999999996,8.0,1050
26.999999999999996,8.0,1051
26.999999999999996,8.0,1052
26.999999999999996,8.0,1053
26.999999999999996,8.0,1054
26.999999999999996,8.0,1055
26.999999999999996,8.0,1056
26.999999999999996,8.0,1057
26.999999999999996,8.0,1058
26.999999999999996,8.0,1059
26.999999999999996,8.0,1060
26.999999999999996,8.0,1061
26.999999999999996,8.0,1062
26.999999999999996,8.0,1063
26.999999999999996,8.0,1064
26.999999999999996,8.0,1065
25.999999999999996,8.0,1066
25.999999999999996,8.0,1067
25.999999999999996,8.0,1068
25.999999999999996,8.0,1069
25.999999999999996,8.0,1070
25.999999999999996,8.0,1071
25.999999999999996,8.0,1072
25.999999999999996,8.0,1073
25.999999999999996,8.0,1074
25.999999999999996,8.0,1075
25.999999999999996,8.0,1076
25.999999999999996,8.0,1077
25.999999999999996,8.0,1078
25.999999999999996,8.0,1079
25.999999999999996,8.0,1080
25.999999999999996,8.0,1081
25.999999999999996,8.0,1082
25.999999999999996,8.0,1083
25.999999999999996,8.0,1084
25.999999999999996,8.0,1085
25.999999999999996,8.0,1086
25.999999999999996,8.0,1087
25.999999999999996,8.0,1088
25.999999999999996,8.0,1089
25.999999999999996,8.0,1090
25.999999999999996,8.0,1091
25.999999999999996,9.0,1092
25.999999999999996,9.0,1093
25.999999999999996,9.0,1094
25.999999999999996,9.0,1095
25.999999999999996,9.0,1096
25.999999999999996,9.0,1097
25.999999999999996,9.0,1098
25.999999999999996,9.0,1099
25.999999999999996,9.0,1100
25.999999999999996,9.0,1101
25.999999999999996,9.0,1102
25.999999999999996,9.0,1103
25.999999999999996,9.0,1104
25.999999999999996,9.0,1105
25.999999999999996,9.0,1106
25.14285714285714,10.0,1107
24.285714285714285,10.0,1108
24.285714285714285,10.0,1109
24.285714285714285,11.0,1110
24.14285714285714,11.0,1111
24.14285714285714,11.0,1112
23.285714285714285,11.0,1113
23.285714285714285,11.0,1114
23.285714285714285,11.0,1115
23.285714285714285,11.0,1116
23.285714285714285,11.0,1117
23.285714285714285,11.0,1118
22.428571428571427,11.0,1119
22.428571428571427,11.0,1120
22.285714285714285,11.0,1121
22.14285714285714,12.0,1122
21.999999999999996,12.0,1123
21.999999999999996,12.0,1124
21.14285714285714,12.0,1125
21.14285714285714,12.0,1126
21.14285714285714,12.0,1127
21.14285714285714,12.0,1128
21.14285714285714,12.0,1129
20.285714285714285,12.0,1130
20.285714285714285,12.0,1131
20.14285714285714,12.0,1132
20.14285714285714,12.0,1133
20.14285714285714,12.0,1134
19.999999999999996,12.0,1135
19.999999999999996,13.0,1136
19.999999999999996,13.0,1137
19.999999999999996,13.0,1138
19.999999999999996,13.0,1139
19.999999999999996,13.0,1140
19.999999999999996,13.0,1141
19.999999999999996,13.0,1142
19.999999999999996,13.0,1143
19.999999999999996,13.0,1144
19.999999999999996,13.0,1145
19.999999999999996,13.0,1146
19.999999999999996,13.0,1147
19.999999999999996,13.0,1148
19.999999999999996,13.0,1149
19.999999999999996,13.0,1150
19.999999999999996,13.0,1151
19.999999999999996,13.0,1152
19.999999999999996,13.0,1153
19.14285714285714,13.0,1154
19.14285714285714,13.0,1155
19.14285714285714,13.0,1156
19.14285714285714,14.0,1157
18.285714285714285,14.0,1158
18.285714285714285,14.0,1159
18.285714285714285,14.0,1160
18.285714285714285,14.0,1161
18.285714285714285,14.0,1162
18.285714285714285,14.0,1163
18.285714285714285,14.0,1164
18.285714285714285,14.0,1165
18.285714285714285,14.0,1166
18.285714285714285,14.0,1167
18.285714285714285,14.0,1168
18.285714285714285,14.0,1169
18.14285714285714,15.0,1170
18.14285714285714,15.0,1171
18.14285714285714,15.0,1172
18.14285714285714,15.0,1173
17.999999999999996,15.0,1174
17.857142857142854,15.0,1175
17.857142857142854,15.0,1176
17.857142857142854,15.0,1177
16.999999999999996,15.0,1178
16.0,15.0,1179
16.0,15.0,1180
16.0,15.0,1181
16.0,15.0,1182
16.0,15.0,1183
15.0,15.0,1184
14.857142857142856,15.0,1185
14.0,15.0,1186
14.0,15.0,1187
14.0,15.0,1188
14.0,15.0,1189
14.0,15.0,1190
13.142857142857142,15.0,1191
13.142857142857142,15.0,1192
13.142857142857142,15.0,1193
13.142857142857142,15.0,1194
13.142857142857142,15.0,1195
12.285714285714285,15.0,1196
12.285714285714285,15.0,1197
12.285714285714285,15.0,1198
12.142857142857142,15.0,1199
12.142857142857142,15.0,1200
12.142857142857142,15.0,1201
12.142857142857142,15.0,1202
12.142857142857142,15.0,1203
12.142857142857142,15.0,1204
12.142857142857142,15.0,1205
12.142857142857142,15.0,1206
12.142857142857142,15.0,1207
12.142857142857142,14.0,1208
12.142857142857142,14.0,1209
12.142857142857142,14.0,1210
12.142857142857142,14.0,1211
12.142857142857142,14.0,1212
12.142857142857142,14.0,1213
12.142857142857142,14.0,1214
12.142857142857142,14.0,1215
12.142857142857142,14.0,1216
12.142857142857142,14.0,1217
12.142857142857142,14.0,1218
12.142857142857142,14.0,1219
12.142857142857142,14.0,1220
12.142857142857142,14.0,1221
12.142857142857142,14.0,1222
12.142857142857142,14.0,1223
12.142857142857142,14.0,1224
12.142857142857142,14.0,1225
12.142857142857142,14.0,1226
12.142857142857142,14.0,1227
12.142857142857142,14.0,1228
12.142857142857142,14.0,1229
12.142857142857142,15.0,1230
12.142857142857142,15.0,1231
12.142857142857142,15.0,1232
12.142857142857142,15.0,1233
12.142857142857142,15.0,1234
12.142857142857142,15.0,1235
12.142857142857142,15.0,1236
12.0,15.0,1237
12.0,15.0,1238
12.0,15.0,1239
12.0,15.0,1240
12.0,15.0,1241
12.0,15.0,1242
11.142857142857142,15.0,1243
11.142857142857142,15.0,1244
11.142857142857142,15.0,1245
11.142857142857142,15.0,1246
11.142857142857142,16.0,1247
11.142857142857142,16.0,1248
11.142857142857142,16.0,1249
11.142857142857142,16.0,1250
11.142857142857142,16.0,1251
11.142857142857142,16.0,1252
11.142857142857142,16.0,1253
11.142857142857142,16.0,1254
11.142857142857142,16.0,1255
11.142857142857142,16.0,1256
11.142857142857142,16.0,1257
11.142857142857142,16.0,1258
11.142857142857142,16.0,1259
11.142857142857142,16.0,1260
11.142857142857142,16.0,1261
11.142857142857142,16.0,1262
11.142857142857142,16.0,1263
11.142857142857142,16.0,1264
11.142857142857142,17.0,1265
10.285714285714285,17.0,1266
10.285714285714285,17.0,1267
10.285714285714285,17.0,1268
10.285714285714285,17.0,1269
10.285714285714285,17.0,1270
10.285714285714285,17.0,1271
10.285714285714285,17.0,1272
9.428571428571429,17.0,1273
9.428571428571429,17.0,1274
9.428571428571429,17.0,1275
9.428571428571429,17.0,1276
9.428571428571429,17.0,1277
9.428571428571429,17.0,1278
9.428571428571429,17.0,1279
9.285714285714285,17.0,1280
9.142857142857142,17.0,1281
9.142857142857142,17.0,1282
9.142857142857142,17.0,1283
9.142857142857142,17.0,1284
9.142857142857142,17.0,1285
9.142857142857142,17.0,1286
9.142857142857142,17.0,1287
9.0,17.0,1288
9.0,17.0,1289
9.0,17.0,1290
9.0,17.0,1291
9.0,17.0,1292
9.0,17.0,1293
9.0,17.0,1294
8.142857142857142,17.0,1295
8.0,17.0,1296
8.0,17.0,1297
8.0,17.0,1298
8.0,17.0,1299
8.0,17.0,1300
8.0,17.0,1301
8.0,17.0,1302
8.0,17.0,1303
8.0,17.0,1304
8.0,17.0,1305
8.0,17.0,1306
8.0,17.0,1307
8.0,17.0,1308
8.0,17.0,1309
8.0,17.0,1310
8.0,17.0,1311
8.0,18.0,1312
8.0,18.0,1313
8.0,18.0,1314
8.0,19.0,1315
8.0,19.0,1316
8.0,19.0,1317
8.0,19.0,1318
8.0,19.0,1319
8.0,19.0,1320
8.0,19.0,1321
8.0,19.0,1322
8.0,19.0,1323
8.0,19.0,1324
8.0,19.0,1325
8.0,19.0,1326
8.0,19.0,1327
8.0,19.0,1328
8.0,19.0,1329
8.0,19.0,1330
8.0,19.0,1331
8.0,19.0,1332
8.0,19.0,1333
8.0,19.0,1334
8.0,19.0,1335
8.0,19.0,1336
8.0,19.0,1337
8.0,19.0,1338
8.0,19.0,1339
8.0,19.0,1340
8.0,19.0,1341
8.0,19.0,1342
8.0,19.0,1343
8.0,19.0,1344
8.0,19.0,1345
8.0,19.0,1346
8.0,19.0,1347
8.0,19.0,1348
8.0,19.0,1349
8.0,19.0,1350
8.0,19.0,1351
8.0,19.0,1352
8.0,19.0,1353
8.0,19.0,1354
8.0,19.0,1355
